제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
욕먹을건 아는데,[일반],"어짜피 지금 교칙 욕하고 고소한다는 사람들도 익명에 기대서 올리는 글이니까 나도 익명 믿고 소신발언함.

일과시간에 폰 못보는게 왜 인권침해인지 잘 모르겠음.(내가 인권 감수성이 낮아서일수도 있지만)
수업시간에 전자기기 쓰면서 핸드폰 걷어가는게 코미디라고 하는데 어짜피 수업시간에는 다 태블릿이나 노트북 쓰지 핸드폰이 필요할 일은 책상 밑으로 몰래 게임하는 것 밖에 없지 않음?
점심시간에 밥먹으면서 폰보는건 애초에 금지는 아니지만 미권고사항이었고. 그거 빼면 결국 쉬는시간에 핸드폰 쓸 권리가 사람들이 주장하는 ‘인권‘인데 말이 인권인권이지 그냥 쉬는시간에 폰보고 놀고싶다고 땡깡부리는거 아님...?
말마따나 핸드폰 걷어가도 어짜피 할 사람은 태블릿 노트북으로 할거 다한다 그러는데 그 논리면 핸드폰 걷어가도 어짜피 바뀔건 없는데 교칙에 그렇게 열렬히 반대의견을 표명하는지 모르겠음.
핸드폰 걷어가도 노트북 태블릿으로 할거 다 할 수 있는데 뭐가 불만인거임?
초등학교, 중학교랑 다수의 고등학교에서는 평범하게 시행되고있는 규칙인데 이걸 가지고 고소한다 민원넣는다 자퇴한다 이정도로 반응이 나오는게 그냥 재밌음.

당연히 쉬는시간에 편하게 앉아서 생각없이 손에 폰들고 노는거 너무 행복하고 갑자기 못하게되면 아쉽겠지.
근데 그게 그렇게 비정상적이고 비윤리적인 교칙이며 이정도의 조롱과 비난, 인신공격을 야기할만한 사태인지는 모르겠음.
지금까지 올라온 글들에서 “인권“을 “쉬는시간에 클로할 권리“로 바꿔 보면...(할말이 많아서 묘사가 힘듬)
필자도 그리 모범적인 학생은 아니고 수업시간에 전자기기로 딴짓하고 핸드폰과 강한 애착관계가 형성되어있음.
그래서 만약 교칙 통과되면 짜증나고 살맛 떨어질거임.
근데 그게 학생이 학교에서 당연히 누려야할 권리가 아니지만 지금까지 누려온 것이기에 학생의 입장에서 짜증나는 상황일뿐 이걸로 뭐 법적 공방을 하고 선생님들한테 인신모독을 할 권리는 없음.
핸드폰 수거한다는 말에 이정도로 반응이 나오는건 담배중독자한테서 담배를, 알코올중독자한테서 술을 박탈했을 때 보이는 병적인 발작증세에 가까움.

그리고 짧치... 솔직히 강당에서 들었을때 머릿속에 물음표가 무수히 많이 생성되기는 했음...ㅋㅋㅋㅋ
진짜 짧은 치마 입은 여학생 보면 공부에 집중이 안되냐...?
그건 내가 판단할 수 있는게 아닌 것 같아서 뭐라 말은 못하겠다ㅋㅋㅋ
근데 그렇다고 굳이 치마 줄여입고 싶다며 교칙 반대하는 사람은 뭐 별거있나...?
눈이 간다는 사실을 부인하고 치마를 줄이고 싶다고한다면...
애초에 눈이 가기를, 미관상 예뻐보이기를 기대하지 않는다면 치마를 줄이는 목적이 뭐임?
솔직히 긴치마가 입고 생활하기는 더 편한 것 같은데
짧은치마가 편하다고 줄이고싶다는거면 그냥 바지를 입으면 되잖아...

솔직히 교칙에 마음에 안드는 구석도 많고 답답할 때 많음
근데 그게 교칙의 존재의의아님?
교칙은 학생들이 무한한 자유를 누릴 수 있도록 하는 역할이 아니잖아
당연히 학생 입장에서는 교칙이 짜증날 수 밖에 없는거임
근데 그 당연한 감정을 기반으로 지금처럼 인신공격에 고소에 난무하는건 그냥 자신의 수준을 드러내는 행위 뿐인 것 같음

그런 의미에서 핸드폰 수거 불발되고 월요일 교복 없어지면 좋겠다",디갤러,추천 55,조회 1297,2024.11.20 17:03:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3594&page=9
떵게이가 ㄴㄱ,[일반],초성 알려줘,ㅇㅇ,추천 0,조회 412,2024.11.20 13:58:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3592&page=9
22기 해방에 예쁜 누나 누군가요??,[일반],"복도 지나가시다가 봤는데 ㅜ

트리플에스 김유연 닮으셔서 친해지고 싶어요.

이 글 보면 좀 알려주세요 ㅠㅠㅠ 23기 디컨 입니닷!",디갤러,추천 11,조회 1144,2024.11.20 11:00:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3591&page=9
138 디컨 기받고 싶습니당,[일반],열시미 해서 갈게용!..,디갤러,추천 3,조회 427,2024.11.20 02:18:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3590&page=9
근데 사실,[일반],떵께이하가 쪙찌호니가 욕먹는거 안쓰러워서 자기가 한거라고 말한걸수도 있지 않을까?,디갤러,추천 2,조회 351,2024.11.19 21:34:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3587&page=9
요즘 이거없음?,[일반],예전에는 수업시간에 여기 휴대폰 넣어야했는데,ㅇㅇ,추천 0,조회 594,2024.11.19 12:02:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3585&page=9
와 디미고 인권 위반,[일반],"https://www.humanrights.go.kr/site/program/board/basicboard/view?menuid=001004002001&pagesize=10&boardtypeid=24&boardid=7605999

 대한민국헌법 | 국가법령정보센터 | 법령 &gt; 본문
대한민국헌법 | 국가법령정보센터 | 법령 &gt; 본문
www.law.go.kr
https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EA%B5%AD%EA%B0%80%EC%9D%B8%EA%B6%8C%EC%9C%84%EC%9B%90%ED%9A%8C%EB%B2%95
 국가인권위원회법
국가인권위원회법
www.law.go.kr
https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EA%B5%90%EC%9C%A1%EA%B8%B0%EB%B3%B8%EB%B2%95
 교육기본법
교육기본법
www.law.go.kr

https://www.humanrights.go.kr/download/BASIC_ATTACH?storageNo=1066252",디갤러,추천 4,조회 693,2024.11.19 11:54:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3584&page=9
그래서 오늘 시위한다던 사람들 어디감,[일반],삼거리에 과잠 놓고 체육복 입고 등교하겠다는 애들 다 어디감 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,디갤러,추천 2,조회 545,2024.11.19 09:35:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3582&page=9
근데 폰 걷는거 그냥 이전이랑 똑같아지는거 아님?,[일반],"물론 싫긴 한데
이정도로 날뛸건가..?
그냥 폰 우리가 계속 폰 보고싶어서 이러는건가?",디갤러,추천 2,조회 472,2024.11.19 07:20:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3581&page=9
디미고 왜 IP밴 당함??,[일반],머임?????,ㅇㅇ,추천 0,조회 528,2024.11.18 23:38:20,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3577&page=9
딱히 틀린 말 없는게,[일반],"수업시간에 핸드폰 하는 애들이 많아지고 이게 통제가 안되니까 강제성을 부여하기 위해 법률적으로 제제하는 거 아님? 그냥 니네가 폰은 하고싶은데 뺏기니까 꼬장 부리는거 아님? 또 짧은 치마좌 이러는데 팩트 맞잖아? 짧은 치마 입으면 눈길이 가는 건 팩트잖아. 범죄자가 잘못한건 맞지만 당하지 않으려면 어느정도 대비가 필요하다고 보는데?
당연한 말 가지고 조리돌림하면서 비하하는게 이해가 안되네",디갤러,추천 11,조회 1107,2024.11.18 23:28:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3576&page=9
꺠꺵민 부탁한다 ㅈㅂ,[일반],폰앞이면 자퇴함 ㅅㅂ,디갤러,추천 7,조회 506,2024.11.18 22:36:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3573&page=9
최고의 승자,[일반],"수능 끝나고 좀 있으면 졸업해서, 평화로운 3학년이면 개추",디갤러,추천 7,조회 412,2024.11.18 22:24:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3572&page=9
쮀쮀맨 돌아와ㅠㅠ,[일반],짧치좌 ㅈㅂ 작작나대… 목소리 들을 때마다 아가리 ㅈㄴ 찢어버리고싶엉 ㅜ.ㅜ,디갤러,추천 8,조회 402,2024.11.18 22:19:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3571&page=10
아니 핸드폰 압수요?,[일반],"뭐 맨날 야자때 약간 꼬운 애들만 골라서 핸드폰 압수시키시던걸 이젠 당당히 하시겠다면......


전 그저 조용히 민원버튼에 손을 올릴 수 밖에 없어요 ^^",디갤러,추천 6,조회 390,2024.11.18 22:14:52,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3570&page=10
제 11항,[일반],"뭐 ㅅㅂ 자유롭게 공부요?

야자 강제인 디미고면 개추",디갤러,추천 5,조회 370,2024.11.18 22:05:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3569&page=10
1학년 꺡엥멘,[일반],"내년에 재선하고 싶으면 폰 수거 무조건 막아라 ㅋㅋ 
이거 막으면 내년에 당선 확실함",디갤러,추천 22,조회 882,2024.11.18 22:05:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3568&page=10
디미고 학생들이 입이 거친 이유,[일반],"대법원, 막말 글 올린 이산학원 김종현 이사장 ‘모욕죄’ 확정
교역자들 공동으로 민사소송 준비, 교육부 항의 방문 계획도교회 분쟁과정에서 나온 막말과 모욕적인 언행에 대해 대법원이 모욕죄를 적용한 판결이 나와 향후 교회 분쟁에서의 언어적 폭력이 다소 줄어들 전망이다. 대법원(재판장 대법관 민일영·박보영)은 학교법인 이산학원 김종현 이사장이 상고한 모욕 사건(2014도15916)에 대해 기각판결을 내렸다. 이로써 김종현
www.cknews.co.kr

이사장한테 배움",디갤러,추천 31,조회 1165,2024.11.18 22:04:38,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3567&page=10
이런 사람은 디미고 꼭 오세요,[일반],"디미고 오면 이런 학교 체제에 반발하면서
자신이 속산 사회를 개선하려는 기업가 정신을 배울 수 있어요~

도전적인 사람이 되고 싶다면 꼭 오세유~",디갤러,추천 6,조회 629,2024.11.18 22:01:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3566&page=10
폭탄발언 하나 하겠습니다,[일반],"2년 전 학기초에 쓴 글 두개를 할카스로 바꿨읍니다
완장께서는 열심히 보물찾기를 하시길 바라며 혹여나 이를 찾게 되는 분들에게는 미리 사죄의 말씀 드리겠읍니다",디갤러,추천 5,조회 513,2024.11.18 21:57:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3565&page=10
성범죄가 일어나는 이유는?,[일반],여자가 야하게 입어서 푸하하,디갤러,추천 4,조회 543,2024.11.18 21:50:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3561&page=10
쭈ㅖ쭈ㅖ멘 재평가 시급,[일반],ㅈㄱㄴ,디갤러,추천 3,조회 381,2024.11.18 21:46:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3558&page=10
디미고인 필수덕목,[일반],응 민원 갈기는 법 모르면 디미고인 아님 ㅇㅈ?,디갤러,추천 5,조회 399,2024.11.18 21:46:17,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3557&page=10
짧치좌 ㄹㅈㄷ네,[일반],내가 이래서 쭝꿔를 안 듣는다 게이들아,디갤러,추천 0,조회 533,2024.11.18 21:40:53,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3553&page=10
학교에 있는 애드라,[일반],"지금 현장학습내서 집에있는데 대충 폰 걷어간다는 소리인거같은데 어떤일인지 좀 설명 가능한 친구 있을까?

취침시간에 걷어간다는거야 아니면 수업시간에 걷어간다는거야?",디갤러,추천 1,조회 402,2024.11.18 21:39:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3550&page=10
아 치마가 짧으면 눈이 간다고,[일반],안녕하세요 쪙찌혼입니다,디갤러,추천 4,조회 586,2024.11.18 21:36:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3545&page=10
ㅅㅂ 내가 살다살다 어이가 다 없어서 글쓴다,[일반],136.4점 해방 가능한 부분이냐?,ㅇㅇ,추천 3,조회 727,2024.11.18 21:34:39,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3544&page=10
아니 근데,[질문],"이것 좀 알려주셈 뭔지 모르겠음.

The philosopher Timothy Morton calls global warming a
‘hyperobject’. Define the meaning of ‘hyperobject’ and offer
the reason why he thinks that global warming is a
‘hyperobject.’

Nichola Raihani and Katherine McAuliffe concluded that
punishment or penalty in our society is not about promoting
cooperation. what is the rationale behind their argument?

Explain why those philosophers who appeal to experience,
rather than reason, tend to put little importance on the
problem of indeterminacy issue.

이거 해석 좀 해주셈",디갤러,추천 1,조회 407,2024.11.18 21:34:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3543&page=10
그럼 점심때 축구 할 수 있게,[일반],국기계양대쪽 삼거리에 펼쳐 놓읍시다,디갤러,추천 2,조회 393,2024.11.18 21:31:54,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3541&page=10
껨멘께 응원합니노.,[일반],지지합니다!,디갤러,추천 12,조회 491,2024.11.18 21:30:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3539&page=10
3학년인데,[일반],"너희들 과잠 많으니 동덕여대 누님들의 계보를 이어받아 과잠 다 깔아놔라~~ 
여자껀 안 뺏기게 조심좀 하고~~",ㅇㅇ,추천 3,조회 386,2024.11.18 21:29:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3536&page=10
나는 솔직히 찌혼이 맞다고 본다,[일반],우리가 수업에 방해될만큼 쓴거맞고 이거때문에 원래 말 ㄴ많긴했잖아,디갤러,추천 1,조회 571,2024.11.18 21:25:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3529&page=10
내일 점심때,[일반],"과잠 운동장에 펼쳐놔도 되나요
축구 하지 맙시다",디갤러,추천 1,조회 306,2024.11.18 21:25:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3528&page=10
우리도 학생파업할래,[일반],기숙사에서 나오지말자,디갤러,추천 2,조회 293,2024.11.18 21:24:15,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3527&page=10
지금 좆된거같은 특전 합격생이면 개추,[일반],ㅋㅋㅋㅋㅋㅋ,디갤러,추천 6,조회 443,2024.11.18 21:23:17,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3525&page=10
짧치좌 욕하지 마라,[일반],솔직히 나도 강당에서 그 말 공감하긴 한다 ㅇㅇ..,디갤러,추천 4,조회 409,2024.11.18 21:20:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3522&page=10
이제 벌어질 일?,[일반],폰 압수 법 투표 -> 학생 반대 -> 폰 압수 실시 -> 폰 압수했다고 학생들 오히려 반발심으로 더 반발함 -> 결국 교내 학생 선생 갈등만 커지고 공부하던 애들만 꾸역꾸역 참으면서 공부하고 원래 집중 안하던 애들은 노트북함 오히려 쉬는 시간에 폰으로 잠깐 쉬거나 노는 친구들만 손해보고 결국 분위기는 본전,디갤러,추천 1,조회 303,2024.11.18 21:17:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3519&page=10
아니 규정 발의 실명제 하라고 ㅋㅋㅋ,[일반],웬 ㅈ병신들이 익명믿고 ㅈ같은 규정 ㅈㄴ 쳐만드네 ㅅㅂ련들이,디갤러,추천 5,조회 285,2024.11.18 21:17:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3518&page=10
다들 옷 벗어라,[일반],벗어,디갤러,추천 3,조회 427,2024.11.18 21:16:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3517&page=10
쩡찌혼과의 전쟁을 선포한다,[일반],"내일부터 체육복위에 생활복입고 밥먹으러간다
다들 참여 ㄱㄱ",디갤러,추천 3,조회 378,2024.11.18 21:14:10,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3515&page=10
락카 공구하실 분?,[일반],모금 계정 열게요 ㅋㅋ,디갤러,추천 2,조회 266,2024.11.18 21:12:56,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3513&page=10
저거 통과되기만 해봐라,[일반],바로 흑화해서 전단지랑 플랜카드 줜나붙이고 다닌다,디갤러,추천 2,조회 296,2024.11.18 21:11:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3512&page=10
투표 무시당할듯 ㅇㅇ,[일반],"어차피 답은 정해져있음 ㅇㅇ 
투표수 조작해서라도 하겠지 뭐,,",디갤러,추천 3,조회 245,2024.11.18 21:04:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3511&page=10
자 우리도 가야지?,[일반],소멸할지언정 폰 제출하지 않는다,디갤러,추천 8,조회 349,2024.11.18 21:04:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3510&page=10
껨멘께 솔직히...,[일반],저희의 희망입니다.. 쩡찌혼 과 싸워주세요,디갤러,추천 25,조회 770,2024.11.18 21:00:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3508&page=10
진짜 이해 안가서 그러는데,[일반],"IT 특성화고라면서 폰 수거하고 국영수 시키는게 이게 맞는거같냐

그거 하나 수거했다고 해서 대학 입학 실적 올라가는거냐",디갤러,추천 2,조회 278,2024.11.18 21:00:11,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3507&page=10
아니 솔직히,[일반],"일부 교사들도 반대하는것같던데
무리하게 개정을 왜하는거임?

부모들이 요구한건가? 대체 왜?",디갤러,추천 1,조회 245,2024.11.18 20:56:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3506&page=10
전자기기 압수가 존나 웃음벨인 이유,[일반],"수업 8할을 클래스룸, 퀴즈 프로그램으로 하면서 금지하는 꼴이 존나 웃김 ㅋㅋ",디갤러,추천 3,조회 414,2024.11.18 20:55:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3505&page=10
슬슬 공기계 준비하러 가자ㅋㅋㅋㅋ,[일반],"ㄱㅈㅇ
- dc official App",디갤러,추천 1,조회 222,2024.11.18 20:52:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3503&page=10
애들아 총대매고 고소하자...,[일반],,디갤러,추천 3,조회 360,2024.11.18 20:50:17,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3499&page=10
쩡찌혼 ㅈ같네,[일반],ㄹㅇㅋㅋ,디갤러,추천 4,조회 329,2024.11.18 20:49:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3498&page=10
쩨쩨민 그리우면 개추 ㅋㅋ,[일반],"학생들 권리 챙겨준다고 열일하다가 욕처먹고 저격당하고 쫓겨났는데 바로 이지랄나네
꽃이 지고 나서야 봄인줄 언제까지 알까 ㅆ발

그립읍니다",디갤러,추천 15,조회 417,2024.11.18 20:47:50,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3497&page=10
돌아와요 쮀쩨멘,[일반],그립읍니다 쮀쩨멘,디갤러,추천 6,조회 364,2024.11.18 20:47:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3495&page=10
야자 정상화하는 신ㅈㅎ이면 개추 ㅋㅋ,[일반],드디어 정상화하네 후,디갤러,추천 1,조회 337,2024.11.18 20:44:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3494&page=10
곧 졸업할 3학년이라 폰 걷는거 상관 없으면 개추ㅋㅋㅋ,[일반],일단 난 아님 ㅅㅂ,디갤러,추천 14,조회 378,2024.11.18 20:43:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3493&page=10
실시간 ㅈㅈㅎ 레전드 갱신,[일반],"일과 시간 전자기기 수거 ㄷㄷㄷ
민주화혁명 필요하노
개도태학교가 따로 없노

ㅈㄱㄴ",디갤러,추천 5,조회 526,2024.11.18 20:40:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3491&page=10
"형님들, 적성검사 준비 하루컷 가능합니까?",[질문],"기말보느라 내일까진 안되구요, 목요일 하루종일 족치면 가능하겠습니까? 정보교과서만 보면 되니까요",디갤러,추천 0,조회 265,2024.11.18 19:47:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3490&page=10
학교 다닐 땐 빨리 졸업하고 싶었는데,[일반],졸업하고 보니 다 추억이네 ㅈㄴ그립다 디미고,디갤러,추천 4,조회 285,2024.11.18 00:23:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3484&page=10
아면접어떡하지,[일반],"면접 너무 걱정되는데 준비 하ㅏ나도안했다
시험공부도햐야되고ㅜㅜㅜ하어떡하지",ㅇㅇ,추천 0,조회 271,2024.11.17 23:00:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3482&page=10
일전 면접말인데,[일반],"특전 면접 경험해봤는데, 특전 보다는 쉽다고 하는데 특전도 사람을 죽일려는 질문은 안하던데 그럼 일전에서는 질문 뭐함 진짜?",디갤러,추천 0,조회 291,2024.11.17 22:01:30,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3481&page=10
133.5 디컨 ㄱㄴ하나요,[일반],임원활동 안해서 점수 안나오는데 133.5이면 1차 합격 노릴 수 있나요,디갤러,추천 0,조회 346,2024.11.17 13:49:54,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3480&page=10
적성검사 객관식임?,[일반],주관식도 섞여있음?,디갤러,추천 0,조회 287,2024.11.17 10:04:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3479&page=10
파딱호출글 3.2,[일반],광고 분탕 야짤 실명언급은 여기로 신고 ㅇㅇ,ㅇㅇ,추천 6,조회 934,2024.03.19 13:55:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=2986&page=10
