제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
여기 선생 티어 어케됨?,[일반],ㅇㅇ,"ㅇㅇ(211.114) 2023.03.17 11:24:55
조회 1041 추천 0 댓글 5",추천 0,조회 1041,2023.03.17 11:24:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3042&page=6
동원 가고 싶다 ㅅㅂ...,[일반],수성인데 동원 옆에 동우여 있는거 개부럽네,"ㅇㅇ(223.38) 2023.03.14 18:21:08
조회 499 추천 1 댓글 0",추천 1,조회 499,2023.03.14 18:21:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3040&page=6
통영 동원고도 인정해주노,[일반],통영 동원고는 갤이 없다,"ㅇㅇ(183.104) 2023.03.09 23:38:54
조회 794 추천 4 댓글 3",추천 4,조회 794,2023.03.09 23:38:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3039&page=6
동생년 동우 들어갔는데,[일반],"동우 지하에 매점있다더라


이거 차별아니냐 애미
- dc official App","ㅇㅇ(1.238) 2023.03.09 22:29:43
조회 800 추천 0 댓글 1",추천 0,조회 800,2023.03.09 22:29:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3038&page=6
후방)여캠 섹시댄스 ㅗㅜㅑ,[일반],Bj무현 섹시댄스 ㄷㄷㄷ,"ㅇㅇㅇ(223.38) 2023.03.09 13:02:23
조회 1327 추천 8 댓글 1",추천 8,조회 1327,2023.03.09 13:02:23,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3037&page=6
지금 매점쓰면 호구다,[일반],"아무것도 모르는 1학년 게이들 가격 오른줄도 모르고 사먹는거같은데
지금 가격 2배 뛰었다..","교암장살(211.114) 2023.03.03 13:33:50
조회 1252 추천 11 댓글 5",추천 11,조회 1252,2023.03.03 13:33:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3036&page=6
동원고 폭파해야함,[일반],더이상의 피해자가 속출해선 안된다,"교암장살(123.213) 2023.03.02 17:26:45
조회 932 추천 18 댓글 0",추천 18,조회 932,2023.03.02 17:26:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3035&page=6
그녀의 말벅지를 보며..,[일반],"학교 와이파이 비번 뭐임?
알려줘~~","ㅇㅇ(112.153) 2023.03.01 19:45:38
조회 942 추천 0 댓글 3",추천 0,조회 942,2023.03.01 19:45:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3034&page=6
와 이갤 오랜만이다,[졸업생],"고1입학직전에 오고 첨인듯..
난 재수하니까 니들은 열심히 해라!","ㅇㅇ(223.38) 2023.02.25 01:35:24
조회 265 추천 0 댓글 0",추천 0,조회 265,2023.02.25 01:35:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3032&page=7
안녕하세요 신입생입니다,[일반],이명국쌤 사랑해요,"ㅇㅇ(118.235) 2023.02.23 11:59:28
조회 468 추천 4 댓글 2",추천 4,조회 468,2023.02.23 11:59:28,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3030&page=7
이게 뭐냐 ㅅㅂ,[일반],등교길 생각보다 끔찍하네,"ㅇㅇㅇ(223.38) 2023.02.22 10:21:20
조회 743 추천 0 댓글 2",추천 0,조회 743,2023.02.22 10:21:20,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3029&page=7
2023학년도 대학 입결 알려주시면 감사합니다 후배님들,[졸업생],"서울대 몇명
의대 몇명
주요 스카이나 카이 포스 성대 한양 등 입결 아시는분 상세하게 알려주시면 감사합니다.","ㅇㅇ(121.167) 2023.02.20 21:53:38
조회 894 추천 0 댓글 4",추천 0,조회 894,2023.02.20 21:53:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3028&page=7
야이 개씨발 띨박이새끼덜아,[졸업생],"수성고한테 따잇해서 저빝에나가리된게 말이되냐..?

후배새끼들 존나 기강 다시잡아야겠네.. 하..

나때는 이런일 없었는데..

수성고가 61인데 니들이 112위인게 말이되냐?

라이벌 수성한테 이렇게 따이냐?","ㅇㅇ(180.69) 2023.02.19 22:13:22
조회 1111 추천 13 댓글 2",추천 13,조회 1111,2023.02.19 22:13:22,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3027&page=7
동원고 ㅎㅇㅈ 형 ㅎㅇㅅ 맞음??? 개명했다던데,[일반],"한영진 형 호우순

- dc official App","김부용 2023.02.19 16:42:34
조회 802 추천 0 댓글 0",추천 0,조회 802,2023.02.19 16:42:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3026&page=7
동원고 입갤예정인 07들에게 의외로 생각못하는 개꿀팁하나 준다,[일반],"진심이다.
진짜 진심이다.
진짜 씨발 진심이라고
개씨발 믿어봐 진짜 진심이니까","ㅇㅇ(112.186) 2023.02.18 22:42:50
조회 1483 추천 23 댓글 2",추천 23,조회 1483,2023.02.18 22:42:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3025&page=7
동우 욕한던 글 ㅇㄷ감?,[일반],동우 욕하던 글 뭔 내용인지 궁금한데 알려줄 동붕이,"der(211.234) 2023.02.10 01:45:52
조회 497 추천 0 댓글 0",추천 0,조회 497,2023.02.10 01:45:52,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3023&page=7
38기 동붕이를 위한 간단 지침서. tip,[일반],"1. 자전거나 전동킥보드 있으면 좋음

OT 때 와 봤다면 알겠지만, 등굣길 언덕이 미쳤음

매일 아침마다 등산해야 하는 격임

그래서 선배 대다수는 전동킥보드나 자전거를 타고 올라온다

스윙, 타조 정차 가능 구역이고 올라오면 거치대가 있으니 둘 데 걱정은 ㄴㄴ






2. 명찰 박으면 호구임

학교 와서 선배들 명찰을 보면 알겠지만,

1학년은 노랑색, 2학년은 파랑색, 3학년은 빨강색 명찰을 받는다.

즉, 학년이 올라갈 때마다 새로운 색으로 명찰을 갈아껴야 하는데

명찰을 교복에 박아놓으면 빼고 다시 박기 굉장히 번거로움.




3. 증명사진 미리 찍어가기

학기 초에 다들 어색할 텐데,

증명사진을 찍어가지 않은 학생들은 반마다 따로 불러서

증명사진을 찍어준다.

문제는 비용도 비용인데

어색한 반친구들 앞에서 사진 찍는 걸 보여줘야 한다는 거임

이게 ㅈㄴ 수치스러우니 되도록 미리 찍어가셈




4. 샤프는 사용 금지

학교가 오래된 터라,

나뭇바닥의 코팅이 대부분 벗겨져 있음

때문에 샤프심이 바닥에 떨어져 바닥을 더럽히면 닦기가 굉장히 어려움

그래서 학교는 샤프를 금지함

반에 연필깎기는 하나씩 있으니 염려 말고 연필 가져가라




5. 체육복에 이름 써라

앞서 말했듯, 명찰을 박고 다시 빼기가 번거로운데,

남고 특성상 체육복에 구분이 없으면 어느순간 사라져 있다

그래서 애들도 다 체육복에 매직 같은 펜으로 이름 씀
- dc official App","ㅇㅇ(23.251) 2023.02.09 19:58:31
조회 1096 추천 14 댓글 1",추천 14,조회 1096,2023.02.09 19:58:31,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3022&page=7
동원 신입생인데,[일반],공식 홈페이지 같은데 있음?,"ㅇㅇ(211.36) 2023.02.09 15:21:51
조회 317 추천 0 댓글 0",추천 0,조회 317,2023.02.09 15:21:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3020&page=7
동원고 체육부는 앰생들임?,[일반],"?
- dc official App","ㅇㅇ(180.224) 2023.02.08 16:45:18
조회 470 추천 1 댓글 0",추천 1,조회 470,2023.02.08 16:45:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3019&page=7
고석화 아직학교에 있음??,[일반],있음?? 있으면 찾아가게,"Oo(118.235) 2023.02.05 15:32:41
조회 578 추천 0 댓글 3",추천 0,조회 578,2023.02.05 15:32:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3018&page=7
중하교 내신 가지고 뭘 판단하냐,[일반],"나는 180대였는데 전교 2등 찍었고 190 후반, 반 1등으로 들어온 애는 성적 운지해서 반 5등도 못 듦 중학교 내신은 좆도 쓸모없다
- dc official App","ㅇㅇ(121.168) 2023.02.05 12:44:11
조회 549 추천 0 댓글 3",추천 0,조회 549,2023.02.05 12:44:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3017&page=7
이번에 동원고 입갤했는데,[일반],"197 정도 내신이면 살아남을 수 있나요
참고로 보정전에는 191정도 였습니다..","ㅇㅇ(180.69) 2023.02.05 00:48:29
조회 392 추천 0 댓글 1",추천 0,조회 392,2023.02.05 00:48:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3016&page=7
이견희 아직도있냐?? 유신고 전설 출신인덕,[일반],"걔  원래 윤리가르치고  10년전에 교장 교감할 인물이였는데 속세관심없다고  도서관 사서하던놈인데  그거때문에 와이프랑 씨ㅡ우고ㅋㅋㅋㅋㅋㅋㅋ

교장됐다는 소리들었는데

걔  야생의 그 시절   유신고 일짱에 수원 통으로 먹은새끼임.
팔씨름도 50넘어서 나때  전교 팔씨름 전교2등까지 바르고  일등한테 왼손이기고 오른손짐.


그립다. 장풍쏘는법도 알려줬는데  그새끼수업이 개꿀잼임
자살한 사람 본 썰도말해주고","ㅇㅇ(39.7) 2023.02.04 20:10:37
조회 536 추천 3 댓글 3",추천 3,조회 536,2023.02.04 20:10:37,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3015&page=7
동원고 입갤하신 신입생분들,[일반],"빨리 자퇴하고 수능준비하는게 100배는 좋다
그렇게 하고 군대 빨리 가는게 성공하는거임
괜히 수시로 간다고 하지말고 자퇴>수능이 베스트임
- dc official App","ㅇㅇ(211.36) 2023.02.04 09:48:30
조회 296 추천 2 댓글 0",추천 2,조회 296,2023.02.04 09:48:30,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3014&page=7
1+N지망 신입생 특),[일반],"입학 한 달만에 공학 혹은 집근처 학교 생각 싹 사라짐
- dc official App","유녕선은배이름 2023.01.31 22:06:32
조회 408 추천 0 댓글 0",추천 0,조회 408,2023.01.31 22:06:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3013&page=7
동원고 잘생긴분,[일반],"동원고 나재민 닮으신분 있다는대 선배님들 누군지 알 수 있을까요
- dc official App","ㅇㅇ(175.119) 2023.01.31 20:39:42
조회 624 추천 0 댓글 0",추천 0,조회 624,2023.01.31 20:39:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3012&page=7
동원고 입갤 ㅋㅋㅋ,[일반],ㅈㄱㄴ,"TROLLSALGU(125.178) 2023.01.31 19:14:25
조회 261 추천 0 댓글 0",추천 0,조회 261,2023.01.31 19:14:25,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3011&page=7
ㅋㅋ 동원고 입갤,[일반],"이목에서 동원고 강제 입갤된 새끼들 존나 웃기노 ㅋㅋㅋㅋㅋ
영생이랑 친하게 지냅시다~^^^","ㅇㅇ(211.214) 2023.01.31 17:48:26
조회 278 추천 0 댓글 0",추천 0,조회 278,2023.01.31 17:48:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3010&page=7
아니 ㅅㅂ,[일반],이게 동원고가 걸리네 ㅈ된거노?,"ㅇㅇ(223.38) 2023.01.31 14:51:01
조회 844 추천 11 댓글 3",추천 11,조회 844,2023.01.31 14:51:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3009&page=7
나 수원에 있는 4년제 갈거 같은데,[일반],통영 동원고 출신이 동원고 출신이라고 하면 수원 동원고라고 할려나 ㅋㅋ,"ㅇㅇ(61.76) 2023.01.30 18:11:21
조회 607 추천 0 댓글 1",추천 0,조회 607,2023.01.30 18:11:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3008&page=7
2학년 시험은 어떤 식으로 나오는 편임?,[일반],모의고사랑 비슷한 식이냐 아니면 모의고사랑 많이 다르냐?,"ㅇㅇ(112.186) 2023.01.17 17:46:43
조회 440 추천 0 댓글 1",추천 0,조회 440,2023.01.17 17:46:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3007&page=7
050607들 봐라,[졸업생],수고하셈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(180.224) 2023.01.07 04:57:46
조회 729 추천 2 댓글 1",추천 2,조회 729,2023.01.07 04:57:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3006&page=7
안녕하세요~!!! 내년에 동원고등학교 갈 신입생임댱~~~,[일반],"저가 중학교때 내신 180초반 이었눈뎅
동원가면 올1등급 맞을 수 있을까여ㅡㅡㅡ???
동원고에 대해서 알려주세요옹!!","ㅇㅇ(125.249) 2022.12.31 14:05:14
조회 882 추천 3 댓글 8",추천 3,조회 882,2022.12.31 14:05:14,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3004&page=7
